dateandtime,veh_id,coord_x,coord_y,speed_kmph
2023-09-11 15:03:56,vehicle_1,7548.42839903542,6221.776350231691,0.0
2023-09-11 15:03:56,vehicle_1,7548.077835969265,6220.185141988154,5.87
2023-09-11 15:03:56,vehicle_2,5176.573927909284,7703.868550878022,0.0
2023-09-11 15:03:56,vehicle_1,7547.35212632854,6216.905765835016,12.09
2023-09-11 15:03:56,vehicle_2,5178.633017500501,7703.365014629002,7.63
2023-09-11 15:03:56,vehicle_3,9114.653266798912,1025.4707409303885,0.0
2023-09-11 15:03:56,vehicle_1,7546.162373516662,6211.703483164706,19.21
2023-09-11 15:03:56,vehicle_2,5183.054256016657,7702.283831047704,16.39
2023-09-11 15:03:56,vehicle_3,9113.929430028244,1024.290212770142,4.98
2023-09-11 15:03:56,vehicle_4,6847.90685713955,7747.451616963121,0.0
2023-09-11 15:03:56,vehicle_1,7544.583320713926,6204.798957326091,25.5
2023-09-11 15:03:56,vehicle_2,5189.249327540004,7700.768868760205,22.96
2023-09-11 15:03:56,vehicle_3,9112.326468847084,1021.6758929527155,11.04
2023-09-11 15:03:56,vehicle_4,6846.502533893907,7748.87488554766,7.18
2023-09-11 15:03:56,vehicle_5,6352.865421628526,5901.516255488593,0.0
2023-09-11 15:03:56,vehicle_1,7542.481834678463,6195.6100533159215,33.94
2023-09-11 15:03:56,vehicle_2,5197.494148464187,7698.752654303237,30.56
2023-09-11 15:03:56,vehicle_3,9109.871423152312,1017.5662435648601,17.23
2023-09-11 15:03:56,vehicle_4,6844.087573857922,7751.322425145681,12.34
2023-09-11 15:03:56,vehicle_5,6351.977859391477,5899.155257816384,9.08
2023-09-11 15:03:56,vehicle_6,8995.792612002564,2689.5336921352346,0.0
2023-09-11 15:03:56,vehicle_7,7511.339236657136,5406.730817430726,0.0
2023-09-11 15:03:56,vehicle_1,7540.079770345237,6185.106848340108,38.79
2023-09-11 15:03:56,vehicle_2,5208.139251159327,7696.149467387814,39.45
2023-09-11 15:03:56,vehicle_3,9106.475255595555,1011.8233184603955,24.01
2023-09-11 15:03:56,vehicle_4,6837.751927564412,7753.18370361368,21.09
2023-09-11 15:03:56,vehicle_5,6350.517302510208,5895.270041374243,14.94
2023-09-11 15:03:56,vehicle_6,8994.464403093552,2690.2568756284927,5.45
2023-09-11 15:03:56,vehicle_7,7512.767812127615,5403.077020285762,6.44
2023-09-11 15:03:56,vehicle_8,7866.006304309504,7252.88089311186,0.0
2023-09-11 15:03:56,vehicle_1,7537.61216987018,6172.434136946162,46.49
2023-09-11 15:03:56,vehicle_2,5220.709232885989,7693.075564496028,46.59
2023-09-11 15:03:56,vehicle_3,9102.354758194657,1004.8555503597256,29.13
2023-09-11 15:03:56,vehicle_4,6832.55615788467,7758.0737424961535,25.79
2023-09-11 15:03:56,vehicle_5,6348.511401316586,5889.934158603286,20.52
2023-09-11 15:03:56,vehicle_6,8991.26608906512,2692.1083843598603,13.3
2023-09-11 15:03:56,vehicle_7,7511.723098914581,5399.714349631306,15.04
2023-09-11 15:03:56,vehicle_8,7866.386979324443,7255.170891248603,8.36
2023-09-11 15:03:56,vehicle_9,8795.225450430631,5004.153300466209,0.0
2023-09-11 15:03:56,vehicle_1,7535.4221398943055,6158.102794001467,52.2
2023-09-11 15:03:56,vehicle_10,2641.042283185714,9591.171783068783,0.0
2023-09-11 15:03:56,vehicle_2,5232.520294833453,7690.187250235525,43.77
2023-09-11 15:03:56,vehicle_3,9097.167201439506,996.0833830793703,36.68
2023-09-11 15:03:56,vehicle_4,6826.470588436019,7764.419411563981,31.76
2023-09-11 15:03:56,vehicle_5,6345.616219699913,5882.232707626382,29.62
2023-09-11 15:03:56,vehicle_6,8985.946797005496,2695.1877304170457,22.13
2023-09-11 15:03:56,vehicle_7,7511.3652010928,5395.182899750302,19.87
2023-09-11 15:03:56,vehicle_8,7866.683861699942,7259.943848644792,17.22
2023-09-11 15:03:56,vehicle_9,8794.587771163464,5002.973256425511,4.83
2023-09-11 15:03:56,vehicle_1,7533.278760905408,6144.061474502769,51.14
2023-09-11 15:03:56,vehicle_10,2638.434043261119,9591.928946543285,9.2
2023-09-11 15:03:56,vehicle_11,6170.614534606205,8531.111861575178,0.0
2023-09-11 15:03:56,vehicle_2,5245.054447583558,7687.1221090744275,46.45
2023-09-11 15:03:56,vehicle_3,9090.317770109252,985.4043082649821,45.69
2023-09-11 15:03:56,vehicle_4,6818.779894338064,7771.932072201703,38.84
2023-09-11 15:03:56,vehicle_5,6342.153960760995,5873.022778503498,35.42
2023-09-11 15:03:56,vehicle_6,8978.922339004203,2699.254199565135,29.22
2023-09-11 15:03:56,vehicle_7,7511.176076205151,5387.184327060784,26.3
2023-09-11 15:03:56,vehicle_8,7867.029908848713,7266.44546389875,23.44
2023-09-11 15:03:56,vehicle_9,8792.971246779964,4999.981831012127,12.24
2023-09-11 15:03:56,vehicle_1,7531.06043734909,6129.529191613423,52.93
2023-09-11 15:03:56,vehicle_10,2633.232393624106,9593.18897794425,18.29
2023-09-11 15:03:56,vehicle_11,6169.248556605019,8530.377093625082,5.58
2023-09-11 15:03:56,vehicle_12,7252.335646718147,5692.7565444015445,0.0
2023-09-11 15:03:56,vehicle_13,6157.382131562029,8508.077363176595,0.0
2023-09-11 15:03:56,vehicle_2,5256.158860616841,7689.392269888189,44.24
2023-09-11 15:03:56,vehicle_3,9082.149817862197,973.5530132935896,51.8
2023-09-11 15:03:56,vehicle_4,6809.284495043191,7780.292241815818,45.71
2023-09-11 15:03:56,vehicle_5,6338.030540178996,5862.054098236066,42.19
2023-09-11 15:03:56,vehicle_6,8970.400389359544,2704.1875688450427,35.45
2023-09-11 15:03:56,vehicle_7,7519.870599391139,5381.570875540626,32.61
2023-09-11 15:03:56,vehicle_8,7869.109085124013,7274.185786860299,29.89
2023-09-11 15:03:56,vehicle_9,8790.595979363154,4995.586329535784,17.99
2023-09-11 15:03:56,vehicle_1,7529.025488585786,6116.198200735453,48.55
2023-09-11 15:03:56,vehicle_10,2625.814393110351,9591.955972475274,25.46
2023-09-11 15:03:56,vehicle_11,6166.433319962276,8528.862760557326,11.5
2023-09-11 15:03:56,vehicle_12,7251.5123428160105,5690.566337678805,8.42
2023-09-11 15:03:56,vehicle_13,6158.329774805232,8506.407991640572,6.91
2023-09-11 15:03:56,vehicle_14,2641.042283185714,9591.171783068783,0.0
2023-09-11 15:03:56,vehicle_2,5267.4613515064875,7694.257562357441,46.34
2023-09-11 15:03:56,vehicle_3,9072.115180907917,961.4863639373757,56.54
2023-09-11 15:03:56,vehicle_4,6797.166047501521,7788.874414184813,53.66
2023-09-11 15:03:56,vehicle_5,6333.252747890702,5849.344728684179,48.88
2023-09-11 15:03:56,vehicle_6,8961.413992252728,2709.389807449162,37.38
2023-09-11 15:03:56,vehicle_7,7526.418742590399,5379.579479662119,23.76
2023-09-11 15:03:56,vehicle_8,7874.7189198230235,7282.452188164782,35.97
2023-09-11 15:03:56,vehicle_9,8786.46523991469,4990.132084521561,24.68
2023-09-11 15:03:56,vehicle_1,7526.907659007056,6102.324255944187,50.53
2023-09-11 15:03:56,vehicle_10,2616.5882303400376,9589.170947625384,33.31
2023-09-11 15:03:56,vehicle_11,6162.099904305385,8526.2538249039,18.23
2023-09-11 15:03:56,vehicle_12,7250.181874418683,5687.026938897072,13.61
2023-09-11 15:03:56,vehicle_13,6160.127886272588,8503.240432410104,13.11
2023-09-11 15:03:56,vehicle_14,2638.586957104005,9591.884556157458,8.66
2023-09-11 15:03:56,vehicle_15,10579.68242061479,8992.321507558081,0.0
2023-09-11 15:03:56,vehicle_2,5279.917519210792,7692.118699877799,45.5
2023-09-11 15:03:56,vehicle_3,9059.100062837972,948.9287143735008,65.28
2023-09-11 15:03:56,vehicle_4,6785.26895975393,7796.137493478156,50.34
2023-09-11 15:03:56,vehicle_5,6328.23764928581,5836.004102373382,51.31
2023-09-11 15:03:56,vehicle_6,8952.281150336501,2715.406046180946,39.37
2023-09-11 15:03:56,vehicle_7,7528.548760083485,5372.785157165642,26.28
2023-09-11 15:03:56,vehicle_8,7881.442933246909,7292.360393365263,43.11
2023-09-11 15:03:56,vehicle_9,8780.59006843595,4982.809247275076,33.8
2023-09-11 15:03:56,vehicle_1,7525.437746592627,6092.694829719047,35.07
2023-09-11 15:03:56,vehicle_10,2606.79357408346,9582.286067496978,40.54
2023-09-11 15:03:56,vehicle_11,6157.116513425043,8521.159687673311,26.08
2023-09-11 15:03:56,vehicle_12,7247.988848428782,5681.192908165822,22.44
2023-09-11 15:03:56,vehicle_13,6162.8528034629,8498.296773259377,20.32
